"CUS_ID","d_v_ 1","d_v_ 2","d_v_ 3","d_v_ 4","d_v_ 5","d_v_ 6","d_v_ 7","d_v_ 8","d_v_ 9","d_v_ 10","d_v_ 11","d_v_ 12","d_v_ 13","d_v_ 14","d_v_ 15","d_v_ 16","d_v_ 17","d_v_ 18","d_v_ 19","d_v_ 20","d_v_ 21","d_v_ 22","n_v_ 1","n_v_ 2","n_v_ 3","n_v_ 4","n_v_ 5","n_v_ 6","n_v_ 7","n_v_ 8","n_v_ 9","n_v_ 10","n_v_ 11","n_v_ 12","n_v_ 13","n_v_ 14","n_v_ 15","n_v_ 16","n_v_ 17","n_v_ 18","n_v_ 19","n_v_ 20","n_v_ 21","n_v_ 22","p_v_ 1","p_v_ 2","p_v_ 3","p_v_ 4","p_v_ 5","p_v_ 6","p_v_ 7","p_v_ 8","p_v_ 9","p_v_ 10","p_v_ 11","p_v_ 12","p_v_ 13","p_v_ 14","p_v_ 15","p_v_ 16","p_v_ 17","p_v_ 18","p_v_ 19","p_v_ 20","p_v_ 21","p_v_ 22"
73,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,11,16,70,385,NA,1,2,1,3,113,1,203,1,36,3,701,9,3,1,186,3,NA,0.629,0.915,4.002,22.013,NA,0.057,0.114,0.057,0.172,6.461,0.057,11.607,0.057,2.058,0.172,40.08,0.515,0.172,0.057,10.635,0.172
74,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,8,8,2,256,NA,3,NA,12,30,197,NA,97,NA,2,2,908,10,38,4,373,NA,0.051,0.41,0.41,0.103,13.121,NA,0.154,NA,0.615,1.538,10.097,NA,4.972,NA,0.103,0.103,46.54,0.513,1.948,0.205,19.118,NA
75,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,5,1,NA,4,321,NA,NA,NA,NA,5,604,NA,17,3,NA,28,692,1,7,NA,38,NA,0.29,0.058,NA,0.232,18.598,NA,NA,NA,NA,0.29,34.994,NA,0.985,0.174,NA,1.622,40.093,0.058,0.406,NA,2.202,NA
76,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,7,NA,79,31,NA,91,NA,1,29,358,NA,8,1,4,9,663,47,10,1,121,NA,NA,0.479,NA,5.411,2.123,NA,6.233,NA,0.068,1.986,24.521,NA,0.548,0.068,0.274,0.616,45.411,3.219,0.685,0.068,8.288,NA
77,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,4,15,1,29,341,NA,70,1,5,10,47,NA,33,1,NA,28,1294,5,11,5,94,NA,0.201,0.752,0.05,1.454,17.101,NA,3.511,0.05,0.251,0.502,2.357,NA,1.655,0.05,NA,1.404,64.895,0.251,0.552,0.251,4.714,NA
78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,37,48,235,784,1,85,2,15,56,218,9,349,2,33,15,3334,64,98,9,664,2,0.066,0.61,0.792,3.875,12.929,0.016,1.402,0.033,0.247,0.923,3.595,0.148,5.755,0.033,0.544,0.247,54.98,1.055,1.616,0.148,10.95,0.033
79,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,7,2,23,1784,NA,373,1,3,8,258,3,18,3,6,2,1389,8,6,2,91,NA,0.125,0.175,0.05,0.576,44.689,NA,9.344,0.025,0.075,0.2,6.463,0.075,0.451,0.075,0.15,0.05,34.795,0.2,0.15,0.05,2.28,NA
80,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,2,5,113,423,NA,57,NA,57,31,237,1,39,21,3,10,955,24,20,33,85,NA,NA,0.095,0.236,5.34,19.991,NA,2.694,NA,2.694,1.465,11.2,0.047,1.843,0.992,0.142,0.473,45.132,1.134,0.945,1.56,4.017,NA
81,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,4,NA,7,20,174,NA,2,30,2,4,169,NA,35,5,14,3,1178,8,17,3,225,NA,0.211,NA,0.368,1.053,9.158,NA,0.105,1.579,0.105,0.211,8.895,NA,1.842,0.263,0.737,0.158,62,0.421,0.895,0.158,11.842,NA
82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,44,31,274,2333,1,161,2,69,25,553,2,160,3,52,10,4276,25,192,18,876,8,0.142,0.482,0.34,3.002,25.559,0.011,1.764,0.022,0.756,0.274,6.058,0.022,1.753,0.033,0.57,0.11,46.845,0.274,2.103,0.197,9.597,0.088
83,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,NA,19,NA,4,63,1,5,1,NA,8,320,NA,15,1,1,3,603,4,2,NA,58,NA,NA,1.715,NA,0.361,5.686,0.09,0.451,0.09,NA,0.722,28.881,NA,1.354,0.09,0.09,0.271,54.422,0.361,0.181,NA,5.235,NA
84,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,6,1,2,54,587,NA,19,1,1,5,234,1,75,2,NA,3,1406,3,NA,2,158,NA,0.234,0.039,0.078,2.109,22.93,NA,0.742,0.039,0.039,0.195,9.141,0.039,2.93,0.078,NA,0.117,54.922,0.117,NA,0.078,6.172,NA
85,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,8,1,10,54,53,3,4,3,46,33,969,NA,65,1,10,17,1197,34,22,4,147,4,0.298,0.037,0.372,2.011,1.974,0.112,0.149,0.112,1.713,1.229,36.089,NA,2.421,0.037,0.372,0.633,44.581,1.266,0.819,0.149,5.475,0.149
86,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,NA,1,1,145,176,NA,8,6,NA,NA,528,NA,4,NA,5,58,3271,11,1,4,596,NA,NA,0.021,0.021,3.011,3.655,NA,0.166,0.125,NA,NA,10.966,NA,0.083,NA,0.104,1.205,67.934,0.228,0.021,0.083,12.378,NA
87,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2,3,2,18,101,NA,23,NA,6,15,387,NA,85,NA,5,5,839,27,4,9,170,NA,0.118,0.176,0.118,1.058,5.938,NA,1.352,NA,0.353,0.882,22.751,NA,4.997,NA,0.294,0.294,49.324,1.587,0.235,0.529,9.994,NA
88,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,3,3,NA,640,156,1,23,NA,14,51,2107,NA,18,4,8,16,3934,10,35,8,204,NA,0.041,0.041,NA,8.846,2.156,0.014,0.318,NA,0.194,0.705,29.122,NA,0.249,0.055,0.111,0.221,54.375,0.138,0.484,0.111,2.82,NA
89,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,6,55,15,12,575,4,19,4,2,8,421,NA,569,13,44,3,2116,5,13,4,667,1,0.132,1.207,0.329,0.263,12.621,0.088,0.417,0.088,0.044,0.176,9.241,NA,12.489,0.285,0.966,0.066,46.444,0.11,0.285,0.088,14.64,0.022
90,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,2,384,NA,9,144,NA,60,1,7,11,27,1,241,1,26,NA,1377,7,1,1,338,NA,0.076,14.556,NA,0.341,5.459,NA,2.274,0.038,0.265,0.417,1.024,0.038,9.136,0.038,0.986,NA,52.199,0.265,0.038,0.038,12.813,NA
91,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,23,1,26,946,NA,7,NA,79,11,818,1,105,1,3,9,1720,11,11,15,926,NA,0.021,0.488,0.021,0.552,20.068,NA,0.148,NA,1.676,0.233,17.353,0.021,2.227,0.021,0.064,0.191,36.487,0.233,0.233,0.318,19.644,NA
92,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,13,NA,3,91,928,5,84,2,2,5,1060,75,71,4,7,2,1251,23,6,20,725,NA,0.297,NA,0.069,2.079,21.202,0.114,1.919,0.046,0.046,0.114,24.218,1.714,1.622,0.091,0.16,0.046,28.581,0.525,0.137,0.457,16.564,NA
93,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,42,NA,258,542,2,19,NA,NA,8,819,24,106,24,2,14,1776,25,22,8,381,1,0.074,1.03,NA,6.33,13.297,0.049,0.466,NA,NA,0.196,20.093,0.589,2.601,0.589,0.049,0.343,43.572,0.613,0.54,0.196,9.347,0.025
94,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,NA,NA,1,12,187,1,74,1,3,16,1175,1,11,13,2,5,1233,82,6,NA,209,NA,NA,NA,0.033,0.396,6.168,0.033,2.441,0.033,0.099,0.528,38.753,0.033,0.363,0.429,0.066,0.165,40.666,2.704,0.198,NA,6.893,NA
95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,8,5,2,77,1371,4,38,7,52,55,444,NA,166,84,37,5,3336,15,46,21,1174,1,0.115,0.072,0.029,1.108,19.732,0.058,0.547,0.101,0.748,0.792,6.39,NA,2.389,1.209,0.533,0.072,48.014,0.216,0.662,0.302,16.897,0.014
96,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,2,17,5,3,15,NA,1,NA,1,NA,61,NA,97,NA,61,NA,535,4,NA,NA,45,NA,0.236,2.007,0.59,0.354,1.771,NA,0.118,NA,0.118,NA,7.202,NA,11.452,NA,7.202,NA,63.164,0.472,NA,NA,5.313,NA
97,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,5,19,30,223,NA,26,83,8,25,586,NA,40,11,43,10,1670,13,18,7,377,NA,0.031,0.156,0.595,0.939,6.98,NA,0.814,2.598,0.25,0.782,18.341,NA,1.252,0.344,1.346,0.313,52.269,0.407,0.563,0.219,11.8,NA
98,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,7,6,2,214,814,1,12,1,2,2,159,NA,226,NA,8,1,1472,17,6,1,265,NA,0.218,0.187,0.062,6.654,25.311,0.031,0.373,0.031,0.062,0.062,4.944,NA,7.027,NA,0.249,0.031,45.771,0.529,0.187,0.031,8.24,NA
99,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,7,NA,408,1665,1,18,1,21,79,330,1,151,NA,46,3,1026,9,22,33,902,3,0.106,0.148,NA,8.624,35.193,0.021,0.38,0.021,0.444,1.67,6.975,0.021,3.192,NA,0.972,0.063,21.687,0.19,0.465,0.698,19.066,0.063
100,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,771,23,34,620,NA,3,3,5,22,235,NA,261,21,174,10,2035,16,18,7,524,NA,0.042,16.116,0.481,0.711,12.96,NA,0.063,0.063,0.105,0.46,4.912,NA,5.456,0.439,3.637,0.209,42.538,0.334,0.376,0.146,10.953,NA
101,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,NA,2,17,38,NA,55,NA,NA,NA,83,NA,10,NA,3,NA,768,7,2,6,39,NA,0.097,NA,0.194,1.649,3.686,NA,5.335,NA,NA,NA,8.05,NA,0.97,NA,0.291,NA,74.491,0.679,0.194,0.582,3.783,NA
102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,1,2,5,422,10,6,3,18,14,148,2,89,7,6,6,1654,2,14,7,541,NA,0.135,0.034,0.068,0.169,14.252,0.338,0.203,0.101,0.608,0.473,4.998,0.068,3.006,0.236,0.203,0.203,55.86,0.068,0.473,0.236,18.271,NA
103,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,2,6,NA,12,1710,2,4,4,11,20,32,20,1517,NA,44,NA,4097,40,5,3,2510,NA,0.02,0.06,NA,0.12,17.034,0.02,0.04,0.04,0.11,0.199,0.319,0.199,15.111,NA,0.438,NA,40.811,0.398,0.05,0.03,25.002,NA
104,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,12,67,17,136,4,10,2,2,17,412,179,82,9,25,16,1122,3,9,8,199,NA,NA,0.515,2.874,0.729,5.834,0.172,0.429,0.086,0.086,0.729,17.675,7.679,3.518,0.386,1.073,0.686,48.134,0.129,0.386,0.343,8.537,NA
105,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,NA,1,1,40,115,NA,9,11,1,6,48,17,4,NA,1,2,1009,14,16,2,95,NA,NA,0.072,0.072,2.874,8.261,NA,0.647,0.79,0.072,0.431,3.448,1.221,0.287,NA,0.072,0.144,72.486,1.006,1.149,0.144,6.825,NA
106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,27,120,2,162,2387,3,42,5,24,11,133,15,308,39,75,2,3897,4,16,6,1500,NA,0.308,1.367,0.023,1.846,27.193,0.034,0.478,0.057,0.273,0.125,1.515,0.171,3.509,0.444,0.854,0.023,44.395,0.046,0.182,0.068,17.088,NA
107,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,6,21,60,278,7,147,2,NA,18,252,NA,23,5,95,7,1732,16,12,31,447,1,NA,0.19,0.665,1.899,8.797,0.222,4.652,0.063,NA,0.57,7.975,NA,0.728,0.158,3.006,0.222,54.81,0.506,0.38,0.981,14.146,0.032
108,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,7,6,NA,90,219,NA,136,1,5,5,134,6,31,1,40,NA,1577,19,65,1,665,NA,0.233,0.199,NA,2.992,7.281,NA,4.521,0.033,0.166,0.166,4.455,0.199,1.031,0.033,1.33,NA,52.427,0.632,2.161,0.033,22.108,NA
109,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,NA,2,NA,33,228,NA,21,17,28,1,29,NA,31,4,1,NA,1717,3,20,13,197,1,NA,0.085,NA,1.407,9.719,NA,0.895,0.725,1.194,0.043,1.236,NA,1.321,0.171,0.043,NA,73.188,0.128,0.853,0.554,8.397,0.043
110,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,6,8,NA,38,502,NA,29,2,2,22,262,NA,27,1,1,10,835,11,11,2,155,NA,0.312,0.416,NA,1.975,26.091,NA,1.507,0.104,0.104,1.143,13.617,NA,1.403,0.052,0.052,0.52,43.399,0.572,0.572,0.104,8.056,NA
111,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,136,2,4,552,NA,27,1,2,16,1838,2,56,6,NA,3,1644,4,3,3,167,NA,0.022,3.045,0.045,0.09,12.357,NA,0.604,0.022,0.045,0.358,41.146,0.045,1.254,0.134,NA,0.067,36.803,0.09,0.067,0.067,3.739,NA
112,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,3,NA,1,857,106,NA,2,1,NA,NA,7,58,6,NA,NA,NA,471,2,NA,1,22,NA,0.195,NA,0.065,55.758,6.897,NA,0.13,0.065,NA,NA,0.455,3.774,0.39,NA,NA,NA,30.644,0.13,NA,0.065,1.431,NA
113,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,383,36,33,418,1,6,NA,3,11,49,12,122,1,19,4,1281,6,19,3,360,NA,NA,13.842,1.301,1.193,15.107,0.036,0.217,NA,0.108,0.398,1.771,0.434,4.409,0.036,0.687,0.145,46.296,0.217,0.687,0.108,13.01,NA
114,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,2,NA,6,357,458,2,31,12,8,11,217,1,47,11,3,1,3085,NA,9,2,721,NA,0.04,NA,0.12,7.163,9.189,0.04,0.622,0.241,0.161,0.221,4.354,0.02,0.943,0.221,0.06,0.02,61.898,NA,0.181,0.04,14.466,NA
115,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,7,2,14,10,6,NA,NA,1,1,1,215,NA,1,NA,92,NA,207,8,10,NA,17,2,1.178,0.337,2.357,1.684,1.01,NA,NA,0.168,0.168,0.168,36.195,NA,0.168,NA,15.488,NA,34.848,1.347,1.684,NA,2.862,0.337
116,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,121,30,25,145,NA,4,NA,4,3,72,35,235,6,68,6,1258,3,7,2,265,NA,0.044,5.284,1.31,1.092,6.332,NA,0.175,NA,0.175,0.131,3.144,1.528,10.262,0.262,2.969,0.262,54.934,0.131,0.306,0.087,11.572,NA
117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48,1,41,112,2,4,1,15,36,325,2,66,53,39,6,890,6,11,6,281,4,0.051,2.462,0.051,2.103,5.744,0.103,0.205,0.051,0.769,1.846,16.667,0.103,3.385,2.718,2,0.308,45.641,0.308,0.564,0.308,14.41,0.205
118,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,3,NA,4,2,34,1,5,NA,7,7,655,NA,2,1,2,5,514,8,6,NA,61,NA,0.228,NA,0.304,0.152,2.582,0.076,0.38,NA,0.532,0.532,49.734,NA,0.152,0.076,0.152,0.38,39.028,0.607,0.456,NA,4.632,NA
119,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,175,NA,6,20,111,4,4,NA,13,14,121,NA,12,15,14,8,1132,3,28,4,124,NA,9.679,NA,0.332,1.106,6.139,0.221,0.221,NA,0.719,0.774,6.692,NA,0.664,0.83,0.774,0.442,62.611,0.166,1.549,0.221,6.858,NA
120,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,7,NA,NA,13,9,NA,1,NA,1,NA,3,NA,4,3,2,NA,663,5,15,NA,96,NA,0.852,NA,NA,1.582,1.095,NA,0.122,NA,0.122,NA,0.365,NA,0.487,0.365,0.243,NA,80.657,0.608,1.825,NA,11.679,NA
121,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,NA,20,36,30,NA,1,NA,NA,1,51,NA,13,NA,42,3,465,2,NA,2,93,NA,0.132,NA,2.632,4.737,3.947,NA,0.132,NA,NA,0.132,6.711,NA,1.711,NA,5.526,0.395,61.184,0.263,NA,0.263,12.237,NA
122,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,3,1,NA,82,135,NA,4,2,18,3,119,NA,101,1,9,2,517,21,5,7,146,NA,0.255,0.085,NA,6.973,11.48,NA,0.34,0.17,1.531,0.255,10.119,NA,8.588,0.085,0.765,0.17,43.963,1.786,0.425,0.595,12.415,NA
123,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,NA,13,NA,22,382,NA,85,NA,2,3,411,4,47,14,NA,NA,1494,104,9,1,135,NA,NA,0.477,NA,0.807,14.013,NA,3.118,NA,0.073,0.11,15.077,0.147,1.724,0.514,NA,NA,54.806,3.815,0.33,0.037,4.952,NA
124,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,2,43,12,105,518,NA,6,3,6,1,115,NA,55,7,141,NA,1073,42,14,17,204,NA,0.085,1.819,0.508,4.442,21.912,NA,0.254,0.127,0.254,0.042,4.865,NA,2.327,0.296,5.964,NA,45.389,1.777,0.592,0.719,8.629,NA
125,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,45,21,99,35,NA,5,NA,1,29,292,6,30,1,8,6,790,19,13,4,103,3,1.178,2.945,1.374,6.479,2.291,NA,0.327,NA,0.065,1.898,19.11,0.393,1.963,0.065,0.524,0.393,51.702,1.243,0.851,0.262,6.741,0.196
126,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,11,11,12,229,NA,17,1,4,4,821,1,24,21,70,NA,551,7,8,2,156,1,0.154,0.563,0.563,0.614,11.72,NA,0.87,0.051,0.205,0.205,42.016,0.051,1.228,1.075,3.582,NA,28.199,0.358,0.409,0.102,7.984,0.051
127,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,19,2,15,198,750,NA,52,2,12,140,707,NA,91,15,24,55,2423,12,16,3,389,NA,0.386,0.041,0.305,4.02,15.228,NA,1.056,0.041,0.244,2.843,14.355,NA,1.848,0.305,0.487,1.117,49.198,0.244,0.325,0.061,7.898,NA
128,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,6,4,NA,130,70,NA,NA,5,11,131,92,NA,15,1,6,3,2056,3,3,1,394,NA,0.205,0.136,NA,4.435,2.388,NA,NA,0.171,0.375,4.469,3.139,NA,0.512,0.034,0.205,0.102,70.147,0.102,0.102,0.034,13.443,NA
129,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,80,3,4,12,729,2,8,NA,5,22,499,NA,48,6,3,2,1941,7,5,3,2184,NA,1.438,0.054,0.072,0.216,13.104,0.036,0.144,NA,0.09,0.395,8.97,NA,0.863,0.108,0.054,0.036,34.891,0.126,0.09,0.054,39.259,NA
130,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,3,NA,NA,11,274,NA,1,33,2,NA,16,NA,8,1,NA,NA,734,1,1,NA,57,NA,0.263,NA,NA,0.963,23.993,NA,0.088,2.89,0.175,NA,1.401,NA,0.701,0.088,NA,NA,64.273,0.088,0.088,NA,4.991,NA
131,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,NA,26,2,3,34,NA,NA,2,2,2,159,NA,7,NA,NA,1,369,7,7,2,75,NA,NA,3.725,0.287,0.43,4.871,NA,NA,0.287,0.287,0.287,22.779,NA,1.003,NA,NA,0.143,52.865,1.003,1.003,0.287,10.745,NA
132,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,5,NA,NA,166,549,6,2,NA,3,8,386,NA,14,NA,5,6,1476,2,17,NA,275,NA,0.171,NA,NA,5.685,18.801,0.205,0.068,NA,0.103,0.274,13.219,NA,0.479,NA,0.171,0.205,50.548,0.068,0.582,NA,9.418,NA
133,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,6,NA,56,141,NA,17,NA,2,14,167,1,29,3,1,8,871,20,32,NA,154,NA,0.066,0.394,NA,3.677,9.258,NA,1.116,NA,0.131,0.919,10.965,0.066,1.904,0.197,0.066,0.525,57.19,1.313,2.101,NA,10.112,NA
134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,558,178,128,3749,2,282,3,37,7,424,47,377,37,112,6,4497,7,92,32,852,11,0.461,4.856,1.549,1.114,32.626,0.017,2.454,0.026,0.322,0.061,3.69,0.409,3.281,0.322,0.975,0.052,39.135,0.061,0.801,0.278,7.414,0.096
135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,15,145,2,16,1452,1,14,2,15,26,546,7,83,10,3,6,3265,39,29,13,351,NA,0.248,2.401,0.033,0.265,24.04,0.017,0.232,0.033,0.248,0.43,9.04,0.116,1.374,0.166,0.05,0.099,54.056,0.646,0.48,0.215,5.811,NA
136,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,15,1,222,411,1,5,2,18,2,245,2,31,5,6,41,2620,127,137,49,464,NA,NA,0.341,0.023,5.041,9.332,0.023,0.114,0.045,0.409,0.045,5.563,0.045,0.704,0.114,0.136,0.931,59.491,2.884,3.111,1.113,10.536,NA
137,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,13,2,48,179,NA,18,1,9,10,171,2,51,8,41,4,641,8,3,12,111,NA,0.075,0.975,0.15,3.601,13.428,NA,1.35,0.075,0.675,0.75,12.828,0.15,3.826,0.6,3.076,0.3,48.087,0.6,0.225,0.9,8.327,NA
138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,18,12,2,33,638,1,3,1,12,19,269,1,74,3,44,NA,2984,1,10,1,634,NA,0.378,0.252,0.042,0.693,13.403,0.021,0.063,0.021,0.252,0.399,5.651,0.021,1.555,0.063,0.924,NA,62.689,0.021,0.21,0.021,13.319,NA
139,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,16,NA,61,68,1340,NA,10,2,3,3,723,NA,29,1,132,4,2245,1,12,3,715,NA,0.298,NA,1.136,1.267,24.963,NA,0.186,0.037,0.056,0.056,13.469,NA,0.54,0.019,2.459,0.075,41.822,0.019,0.224,0.056,13.32,NA
140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,33,8,22,143,6,38,3,5,21,154,3,97,6,3,4,1166,9,31,15,124,NA,0.158,1.742,0.422,1.162,7.55,0.317,2.006,0.158,0.264,1.109,8.131,0.158,5.121,0.317,0.158,0.211,61.563,0.475,1.637,0.792,6.547,NA
141,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,1,1,83,146,NA,1,1,4,3,104,NA,10,15,4,12,1068,3,17,4,65,NA,NA,0.065,0.065,5.383,9.468,NA,0.065,0.065,0.259,0.195,6.744,NA,0.649,0.973,0.259,0.778,69.261,0.195,1.102,0.259,4.215,NA
142,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,NA,82,15,74,NA,855,5,2,11,22,NA,16,2,7,2,2178,2,37,3,77,NA,NA,NA,2.419,0.442,2.183,NA,25.221,0.147,0.059,0.324,0.649,NA,0.472,0.059,0.206,0.059,64.248,0.059,1.091,0.088,2.271,NA
143,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,8,NA,18,58,587,NA,12,4,50,57,520,NA,37,9,10,11,3069,30,59,4,219,NA,0.168,NA,0.378,1.218,12.327,NA,0.252,0.084,1.05,1.197,10.92,NA,0.777,0.189,0.21,0.231,64.448,0.63,1.239,0.084,4.599,NA
144,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,9,26,105,89,NA,37,1,2,44,801,NA,38,9,NA,6,744,14,34,11,506,NA,0.04,0.363,1.05,4.239,3.593,NA,1.494,0.04,0.081,1.776,32.338,NA,1.534,0.363,NA,0.242,30.036,0.565,1.373,0.444,20.428,NA
145,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,3,NA,527,1358,2,100,4,98,77,663,12,131,23,17,16,3904,277,88,46,728,2,0.272,0.037,NA,6.508,16.77,0.025,1.235,0.049,1.21,0.951,8.187,0.148,1.618,0.284,0.21,0.198,48.209,3.421,1.087,0.568,8.99,0.025
146,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,3,NA,4,422,320,1,3,1,3,4,137,NA,53,NA,42,NA,1501,2,26,NA,190,NA,0.111,NA,0.147,15.56,11.799,0.037,0.111,0.037,0.111,0.147,5.052,NA,1.954,NA,1.549,NA,55.347,0.074,0.959,NA,7.006,NA
147,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,2,239,510,NA,18,1,15,99,181,2,20,12,9,4,2182,5,106,7,822,3,0.023,0.935,0.047,5.587,11.921,NA,0.421,0.023,0.351,2.314,4.231,0.047,0.468,0.281,0.21,0.094,51.005,0.117,2.478,0.164,19.215,0.07
